PaymentID,CustomerID,AccountID,TransactionID,PaymentType,PaymentAmount,PaymentDateTime,Status,FraudScore,FraudFlag
1738,498,2692,10107.0,Bill,56089.23,2021-06-22 15:52:00,Failed,22,0
8428,498,2692,4747.0,CreditCard,17987.27,2022-09-13 04:53:00,Failed,37,0
7819,6632,2693,,Water,16830.29,2020-12-11 07:10:00,Failed,37,0
19822,6632,2693,44450.0,CreditCard,56115.82,2021-11-04 01:55:00,Failed,4,0
8242,8043,2696,8506.0,CreditCard,82447.53,2020-04-14 10:09:00,Failed,77,0
16375,8043,2696,,Broadband,29172.18,2020-06-28 04:57:00,Failed,29,0
12329,8043,2696,,UPI,4419.68,2020-07-19 23:20:00,Failed,27,0
2121,8043,2696,41620.0,LoanEMI,12588.21,2020-10-26 10:12:00,Success,41,0
13250,8043,2696,6290.0,UPI,65568.76,2021-02-26 19:17:00,Failed,12,0
221,37,2697,39168.0,LoanEMI,32835.2,2020-06-26 18:59:00,Success,33,0
9565,2370,2698,,Electricity,34981.57,2020-02-17 06:06:00,Success,29,0
8384,2370,2698,,Broadband,29684.46,2021-07-25 22:58:00,Failed,38,0
19434,1192,2699,29601.0,LoanEMI,44019.57,2022-11-22 15:23:00,Success,22,0
14919,5424,2700,46976.0,CreditCard,6177.97,2021-04-08 22:27:00,Success,36,0
17551,3510,2701,,Electricity,41643.16,2020-11-04 01:00:00,Success,44,0
1113,3510,2701,25490.0,CreditCard,30141.0,2022-11-01 19:00:00,Failed,22,0
6090,2991,2702,16863.0,Bill,30138.7,2020-11-07 04:22:00,Success,39,0
8132,2991,2702,6153.0,Bill,10480.16,2022-11-22 10:18:00,Success,38,0
17338,6646,2703,18196.0,LoanEMI,62735.91,2021-07-23 16:06:00,Failed,8,0
4212,6646,2703,18196.0,UPI,62735.91,2021-07-26 13:47:00,Success,14,0
8332,7463,2705,19916.0,LoanEMI,55369.82,2020-12-10 13:08:00,Success,41,0
11256,7463,2705,48699.0,Bill,70797.64,2022-06-27 04:23:00,Failed,24,0
10538,7463,2705,48699.0,Bill,70797.64,2022-06-29 13:10:00,Failed,35,0
19619,7463,2705,48699.0,UPI,70797.64,2022-07-02 03:03:00,Failed,14,0
10748,2974,2706,,UPI,36793.47,2020-04-08 02:08:00,Failed,6,0
13434,2974,2706,10968.0,UPI,45041.61,2020-05-31 03:15:00,Failed,33,0
1783,2974,2706,4885.0,Bill,4737.46,2020-12-21 11:14:00,Success,26,0
7957,5258,2709,17905.0,CreditCard,35719.31,2022-01-13 03:07:00,Failed,18,0
15013,9089,2710,,UPI,18938.56,2020-04-09 19:58:00,Success,11,0
17191,9089,2710,40763.0,LoanEMI,27432.64,2020-09-15 21:35:00,Failed,11,0
2569,2705,2711,,Water,29349.93,2020-11-04 06:48:00,Failed,24,0
12573,2705,2711,45602.0,UPI,62055.4,2021-03-22 08:52:00,Success,28,0
6382,2705,2711,45602.0,Bill,62055.4,2021-03-26 01:33:00,Failed,47,0
8759,2705,2711,8354.0,UPI,50531.74,2022-03-08 09:06:00,Success,25,0
7837,2705,2711,40435.0,Bill,70021.93,2022-03-23 01:00:00,Success,40,0
13863,2705,2711,40435.0,Bill,70021.93,2022-03-26 12:19:00,Failed,37,0
14256,1768,2712,43067.0,CreditCard,71561.45,2020-10-15 22:36:00,Failed,46,0
7004,7836,2713,,Electricity,26159.55,2021-01-26 20:01:00,Failed,19,0
14445,2917,2714,14162.0,Bill,17863.19,2020-04-29 11:07:00,Failed,32,0
16164,2917,2714,46565.0,CreditCard,38370.34,2021-09-03 12:22:00,Success,27,0
4400,3159,2715,39272.0,CreditCard,55505.26,2020-06-16 07:47:00,Failed,41,0
3232,3159,2715,,UPI,27051.5,2021-11-04 20:40:00,Success,6,0
19983,2991,2716,30611.0,CreditCard,75207.34,2020-04-07 22:24:00,Failed,38,0
16072,2991,2716,,Broadband,8082.41,2020-12-24 17:43:00,Success,24,0
3245,393,2717,16521.0,CreditCard,32530.76,2021-03-26 06:41:00,Success,24,0
17105,393,2717,24866.0,UPI,92115.07,2021-12-20 21:04:00,Failed,61,0
15884,393,2717,36460.0,LoanEMI,55516.41,2021-12-31 15:39:00,Failed,40,0
9490,6795,2718,18898.0,UPI,11189.03,2022-02-13 02:51:00,Success,42,0
5496,6795,2718,49725.0,LoanEMI,89448.91,2022-09-30 14:22:00,Success,100,1
3458,421,2720,,Electricity,35307.58,2020-07-29 05:34:00,Success,9,0
17404,421,2720,15209.0,UPI,95120.79,2022-03-21 01:56:00,Failed,53,0
2341,5860,2721,7425.0,Bill,72703.82,2022-09-15 09:22:00,Success,4,0
8066,4987,2723,,Broadband,41730.19,2021-01-12 21:19:00,Failed,41,0
14632,6270,2724,,Water,10447.3,2020-09-07 15:54:00,Success,1,0
17813,6270,2724,12189.0,CreditCard,92416.57,2021-01-08 07:51:00,Failed,70,0
14035,1434,2726,,Broadband,32344.4,2021-06-17 22:38:00,Success,0,0
195,1434,2726,16587.0,LoanEMI,70092.77,2022-08-10 19:16:00,Success,67,0
4325,4309,2728,,Electricity,43358.41,2022-01-26 22:45:00,Failed,42,0
1276,6972,2729,33133.0,CreditCard,52816.63,2020-07-18 16:08:00,Success,57,0
19990,6972,2729,33133.0,Bill,52816.63,2020-07-21 19:02:00,Success,62,0
2050,6972,2729,874.0,LoanEMI,90994.46,2021-09-29 09:31:00,Success,92,1
3316,6972,2729,48349.0,Bill,74207.41,2021-11-09 12:07:00,Failed,29,0
11381,6972,2729,48349.0,UPI,74207.41,2021-11-11 05:01:00,Failed,37,0
9242,7361,2730,,UPI,14422.6,2021-11-20 14:37:00,Failed,7,0
12023,5015,2731,16260.0,UPI,83547.5,2021-05-18 06:17:00,Success,100,1
3304,7818,2732,30739.0,LoanEMI,82340.28,2021-05-30 01:57:00,Success,96,1
7983,7402,2734,44314.0,LoanEMI,96491.87,2021-11-13 08:09:00,Success,87,1
11796,7402,2734,44314.0,UPI,96491.87,2021-11-13 09:49:00,Success,87,1
4894,6543,2735,28181.0,LoanEMI,17930.7,2021-11-10 22:11:00,Failed,70,0
4623,6543,2735,15333.0,LoanEMI,48337.68,2022-05-15 11:57:00,Success,17,0
12876,5820,2736,,Broadband,22192.18,2020-10-30 10:16:00,Success,4,0
18759,5820,2736,30712.0,Bill,36661.58,2021-02-13 05:05:00,Success,41,0
16346,3985,2737,24628.0,CreditCard,82528.92,2020-08-15 13:26:00,Failed,58,0
17511,3985,2737,24628.0,CreditCard,82528.92,2020-08-18 16:07:00,Failed,58,0
9927,3985,2737,37478.0,LoanEMI,74090.51,2020-11-22 03:06:00,Success,46,0
19806,3985,2737,4319.0,CreditCard,14448.66,2022-02-09 03:08:00,Failed,52,0
206,1570,2738,804.0,CreditCard,16720.86,2021-03-22 03:58:00,Failed,40,0
4957,1570,2738,804.0,CreditCard,16720.86,2021-03-25 15:52:00,Success,41,0
13629,7512,2739,34944.0,Bill,61065.21,2022-12-27 21:39:00,Success,5,0
16419,8777,2740,3519.0,UPI,33765.23,2020-12-12 06:26:00,Failed,44,0
9288,8777,2740,,Electricity,34292.04,2021-01-18 20:06:00,Failed,3,0
17906,8777,2740,43708.0,LoanEMI,5232.14,2021-10-10 12:26:00,Success,23,0
262,8777,2740,30529.0,LoanEMI,89172.51,2022-02-12 02:52:00,Success,91,1
19370,1320,2741,,Broadband,23632.39,2021-01-31 16:06:00,Failed,31,0
908,4313,2743,46623.0,Bill,66768.71,2020-08-15 10:29:00,Failed,38,0
17630,4313,2743,,UPI,43097.17,2021-07-12 21:55:00,Success,57,0
11683,1519,2745,,Electricity,13053.5,2022-01-18 09:52:00,Success,12,0
2705,5522,2746,,UPI,7496.01,2020-03-14 01:52:00,Failed,38,0
16756,5522,2746,,UPI,35838.83,2020-03-24 09:22:00,Success,1,0
5458,8078,2747,,UPI,33775.46,2021-01-22 23:20:00,Success,34,0
3026,8078,2747,24712.0,CreditCard,79523.75,2021-04-26 17:56:00,Failed,24,0
18935,8078,2747,,UPI,15943.7,2021-12-23 05:31:00,Failed,6,0
11644,7908,2748,37097.0,Bill,44520.55,2020-06-21 06:51:00,Failed,38,0
524,7908,2748,,UPI,37329.0,2021-02-14 08:13:00,Failed,18,0
15206,7908,2748,39626.0,LoanEMI,35354.8,2023-01-03 09:56:00,Failed,46,0
12711,8143,2749,,Water,14140.7,2021-12-13 01:30:00,Success,10,0
11645,8143,2749,27143.0,LoanEMI,85111.51,2023-01-01 03:54:00,Success,89,1
10716,5367,2750,,UPI,6923.41,2020-04-18 16:27:00,Failed,3,0
3494,5219,2751,44219.0,CreditCard,2579.14,2021-07-06 08:03:00,Success,34,0
1024,5219,2751,4665.0,UPI,99230.95,2021-10-28 03:43:00,Success,90,1
7129,9661,2752,5624.0,LoanEMI,67649.11,2020-08-21 14:05:00,Failed,41,0
9092,9661,2752,,Broadband,4492.96,2020-11-29 11:51:00,Failed,12,0
18353,7087,2753,3668.0,UPI,26831.53,2020-09-25 04:32:00,Failed,42,0
4024,7087,2753,,Water,22586.55,2021-09-28 02:00:00,Failed,19,0
13993,4146,2755,,Broadband,49932.08,2021-06-27 08:41:00,Failed,29,0
8256,4146,2755,9607.0,Bill,75586.98,2023-02-16 15:46:00,Success,39,0
15380,8562,2756,,Broadband,16841.31,2022-01-20 21:18:00,Failed,26,0
19729,7700,2757,44836.0,UPI,59152.97,2021-03-23 12:50:00,Failed,32,0
13145,2438,2758,17620.0,Bill,83351.51,2022-08-18 14:56:00,Success,68,0
17690,2438,2758,17620.0,CreditCard,83351.51,2022-08-19 10:25:00,Failed,76,0
15913,2438,2758,7712.0,Bill,68838.31,2022-08-22 19:53:00,Success,26,0
2250,2438,2758,9014.0,LoanEMI,68478.99,2022-12-28 02:00:00,Failed,13,0
17671,5488,2759,,Electricity,14054.06,2020-10-12 05:27:00,Failed,35,0
10766,4745,2762,49236.0,LoanEMI,29205.19,2021-12-12 04:17:00,Success,27,0
2663,4745,2762,35137.0,UPI,79041.39,2023-01-03 16:24:00,Failed,21,0
7050,5196,2763,28428.0,UPI,91139.65,2020-09-21 17:39:00,Failed,100,1
3412,5196,2763,28428.0,CreditCard,91139.65,2020-09-24 19:06:00,Success,100,1
9263,5196,2763,28428.0,CreditCard,91139.65,2020-09-24 21:23:00,Success,89,1
17328,5196,2763,32512.0,CreditCard,98134.7,2021-07-23 22:58:00,Failed,100,1
783,3536,2766,,Water,18067.52,2021-04-03 00:38:00,Failed,24,0
10611,1942,2767,40872.0,LoanEMI,6603.25,2022-11-26 18:50:00,Success,30,0
10352,8849,2768,,Electricity,1456.32,2020-06-22 13:33:00,Success,3,0
6662,8849,2768,,Water,5220.93,2020-08-30 06:36:00,Failed,14,0
3998,9843,2771,,Broadband,20140.29,2022-03-11 09:40:00,Success,6,0
12147,9505,2772,,Water,21259.4,2022-01-15 03:58:00,Failed,38,0
6499,9505,2772,28867.0,LoanEMI,88111.49,2022-03-03 12:21:00,Failed,84,1
2561,9505,2772,28867.0,LoanEMI,88111.49,2022-03-03 16:15:00,Success,70,0
10206,7602,2775,14230.0,LoanEMI,70771.8,2020-12-02 22:26:00,Success,40,0
10600,7602,2775,48941.0,LoanEMI,87413.52,2022-06-09 17:27:00,Failed,100,1
9953,7602,2775,12751.0,UPI,52962.1,2022-12-26 15:24:00,Success,36,0
1318,5991,2777,,UPI,2376.38,2021-03-06 11:01:00,Failed,3,0
631,4374,2778,,Water,36129.16,2020-10-17 07:25:00,Success,14,0
8417,4374,2778,38142.0,LoanEMI,13404.06,2023-02-02 00:16:00,Success,30,0
3937,6797,2779,33443.0,LoanEMI,57896.29,2021-08-29 14:57:00,Success,45,0
11546,9445,2780,,Water,35854.36,2021-01-09 04:39:00,Success,21,0
10521,9445,2780,2722.0,CreditCard,22877.29,2022-10-09 06:47:00,Failed,48,0
8411,4869,2781,,Electricity,27127.04,2022-02-03 01:43:00,Success,27,0
3147,4869,2781,26323.0,Bill,66991.76,2022-09-12 11:48:00,Success,22,0
16929,4818,2782,21582.0,Bill,57253.07,2020-06-20 16:03:00,Failed,17,0
6237,4818,2782,21582.0,LoanEMI,57253.07,2020-06-23 00:17:00,Success,10,0
15284,2645,2784,28466.0,LoanEMI,67712.97,2021-06-21 14:26:00,Failed,54,0
10639,2645,2784,48104.0,CreditCard,64444.12,2021-12-12 20:42:00,Success,40,0
386,6846,2785,,Broadband,20638.58,2021-09-13 16:51:00,Failed,35,0
11545,6846,2785,30483.0,LoanEMI,76395.41,2022-03-11 12:43:00,Success,13,0
14866,6846,2785,30483.0,CreditCard,76395.41,2022-03-11 19:43:00,Failed,28,0
14246,4550,2788,25075.0,CreditCard,76683.97,2020-12-22 18:08:00,Success,54,0
2101,7208,2789,5871.0,Bill,17086.24,2020-04-27 13:06:00,Failed,29,0
14485,3554,2790,1110.0,CreditCard,8078.91,2020-05-28 04:46:00,Failed,12,0
13661,4680,2791,,Electricity,37633.9,2020-07-05 00:05:00,Failed,7,0
6593,4555,2792,19324.0,Bill,31119.2,2021-06-26 03:49:00,Success,45,0
19531,3458,2793,,UPI,18925.27,2021-04-29 23:30:00,Failed,21,0
2895,3458,2793,33698.0,UPI,52746.15,2022-01-22 07:26:00,Failed,23,0
18708,4928,2794,,Water,4467.45,2021-12-20 04:33:00,Success,3,0
1551,4928,2794,29417.0,Bill,81792.52,2022-09-29 05:54:00,Success,83,1
4497,9668,2795,5176.0,CreditCard,17998.77,2020-05-29 08:00:00,Failed,21,0
19609,9668,2795,5176.0,Bill,17998.77,2020-05-30 18:50:00,Success,25,0
19178,5842,2796,25646.0,CreditCard,29547.02,2020-07-02 20:36:00,Success,44,0
6821,5842,2796,25646.0,UPI,29547.02,2020-07-03 04:04:00,Success,30,0
15178,5842,2796,,UPI,42701.53,2020-11-24 19:29:00,Success,51,0
8017,5842,2796,11658.0,UPI,58165.12,2022-08-03 00:21:00,Failed,19,0
10860,5842,2796,11658.0,Bill,58165.12,2022-08-03 21:26:00,Failed,45,0
15114,5842,2796,11658.0,LoanEMI,58165.12,2022-08-07 03:55:00,Failed,28,0
6707,259,2798,8603.0,CreditCard,64198.53,2020-12-28 05:53:00,Success,40,0
7104,9763,2799,20955.0,UPI,54250.17,2021-03-13 12:41:00,Success,28,0
9928,5032,2800,,UPI,21843.29,2020-07-23 16:32:00,Failed,8,0
8600,5032,2800,38366.0,CreditCard,45580.78,2020-11-28 00:14:00,Success,2,0
16328,5032,2800,31396.0,LoanEMI,30975.3,2022-09-07 21:47:00,Success,28,0
15371,5032,2800,31396.0,LoanEMI,30975.3,2022-09-11 21:47:00,Success,25,0
7200,1783,2801,,Broadband,8815.33,2021-02-20 20:11:00,Failed,11,0
18644,4246,2802,14185.0,UPI,13612.8,2022-01-09 00:54:00,Failed,13,0
843,4246,2802,29445.0,LoanEMI,22382.44,2023-01-17 19:47:00,Success,47,0
3655,4246,2802,15065.0,Bill,19659.65,2023-01-21 03:43:00,Success,42,0
499,989,2803,,UPI,43948.64,2021-06-25 17:40:00,Failed,30,0
4654,989,2803,,Water,40976.46,2021-12-08 13:09:00,Failed,30,0
19633,5369,2804,21095.0,CreditCard,1178.9,2020-08-11 01:28:00,Success,29,0
10293,8860,2806,16939.0,LoanEMI,6631.52,2022-11-09 04:10:00,Success,19,0
14325,1393,2807,,UPI,3153.81,2020-10-18 03:16:00,Failed,3,0
12664,1393,2807,,UPI,32827.21,2021-05-14 12:27:00,Success,26,0
7020,1393,2807,35476.0,UPI,45846.8,2022-06-12 18:10:00,Success,52,0
16254,1393,2807,23348.0,Bill,32312.69,2022-12-17 20:03:00,Failed,45,0
16837,6275,2808,45482.0,LoanEMI,15054.63,2020-03-18 13:17:00,Success,20,0
18964,6275,2808,24114.0,CreditCard,92081.7,2021-04-27 06:31:00,Success,86,1
14335,6275,2808,44898.0,Bill,10967.48,2022-02-27 20:59:00,Failed,38,0
11475,1234,2810,24242.0,UPI,45570.19,2020-04-15 23:39:00,Failed,31,0
2294,253,2811,,UPI,668.6,2020-06-16 04:53:00,Success,24,0
19875,967,2812,14169.0,CreditCard,45543.59,2021-10-26 12:06:00,Success,39,0
18010,967,2812,23244.0,CreditCard,46178.87,2022-12-07 13:30:00,Failed,54,0
11722,967,2812,23244.0,Bill,46178.87,2022-12-09 03:02:00,Success,51,0
19637,7523,2813,,UPI,10955.44,2021-06-28 02:36:00,Success,32,0
3477,4224,2814,,Water,7312.85,2020-04-13 17:59:00,Failed,22,0
18667,5454,2815,32629.0,CreditCard,32423.87,2021-07-01 12:37:00,Failed,20,0
4487,2218,2816,,UPI,45836.01,2021-06-06 11:57:00,Success,25,0
11157,2091,2817,26701.0,CreditCard,36172.2,2021-10-22 06:59:00,Success,40,0
17189,2675,2818,42922.0,Bill,57178.64,2021-04-05 02:24:00,Failed,8,0
15423,2675,2818,,UPI,23703.29,2022-01-06 20:44:00,Failed,2,0
8783,2675,2818,17988.0,LoanEMI,98803.26,2022-11-12 14:44:00,Success,100,1
18382,6087,2819,,Electricity,38178.8,2021-04-07 15:33:00,Success,1,0
1811,6087,2819,8927.0,CreditCard,49185.15,2021-05-12 22:53:00,Success,37,0
10649,6087,2819,35860.0,LoanEMI,16515.8,2022-02-10 18:53:00,Failed,39,0
6121,6087,2819,1120.0,Bill,25689.85,2023-02-28 11:58:00,Success,9,0
5133,3732,2821,10610.0,CreditCard,41678.71,2020-07-29 22:56:00,Failed,43,0
16875,3732,2821,10610.0,Bill,41678.71,2020-07-30 03:07:00,Success,21,0
3968,3732,2821,33620.0,Bill,68297.63,2020-08-26 16:35:00,Failed,21,0
1328,9189,2822,,UPI,38164.03,2020-04-24 20:08:00,Failed,17,0
19752,9189,2822,,Water,30328.2,2020-11-26 01:15:00,Success,23,0
15141,9189,2822,31990.0,UPI,75552.2,2021-02-28 14:03:00,Success,43,0
741,7239,2823,,UPI,10984.49,2020-08-03 23:53:00,Success,16,0
7580,5481,2826,825.0,CreditCard,83406.48,2021-12-05 10:48:00,Success,65,0
12058,8852,2828,,Electricity,12838.67,2020-11-19 06:32:00,Failed,6,0
5649,9305,2829,36956.0,LoanEMI,84457.0,2021-03-27 00:02:00,Failed,94,1
2406,1174,2830,,Water,32428.52,2020-11-08 00:53:00,Success,30,0
10880,1174,2830,,Electricity,31094.6,2021-12-26 15:05:00,Success,10,0
711,3320,2831,,Broadband,36585.06,2020-09-22 22:40:00,Success,15,0
7154,3320,2831,,Electricity,35999.65,2021-11-02 03:11:00,Failed,4,0
10456,3320,2831,,Broadband,4771.25,2021-11-08 05:32:00,Failed,3,0
3176,3848,2832,,Broadband,40096.32,2021-10-12 03:22:00,Failed,59,0
17355,3848,2832,35313.0,UPI,27159.12,2022-01-03 13:33:00,Failed,45,0
15116,3848,2832,18255.0,CreditCard,46897.5,2022-02-05 20:36:00,Failed,19,0
2172,9284,2833,,Electricity,26655.99,2020-05-11 17:07:00,Failed,28,0
6635,9284,2833,19564.0,UPI,92388.29,2021-11-22 15:25:00,Failed,100,1
6455,9898,2834,,Water,40866.24,2020-09-23 07:12:00,Success,46,0
2000,4014,2836,16706.0,CreditCard,14299.91,2021-10-28 20:04:00,Success,12,0
1632,4014,2836,33313.0,CreditCard,91843.93,2022-10-01 16:10:00,Success,69,0
7347,3469,2837,,Broadband,7385.92,2021-09-11 15:11:00,Failed,13,0
9887,3391,2838,,Electricity,22543.29,2021-05-27 07:30:00,Failed,34,0
1599,5098,2839,3576.0,UPI,81302.91,2020-05-12 09:14:00,Success,66,0
12229,6676,2840,,Water,8412.56,2021-08-01 20:19:00,Success,19,0
15738,9120,2842,19934.0,Bill,88895.82,2020-06-19 09:11:00,Failed,64,0
14653,9973,2844,11911.0,CreditCard,92565.75,2021-11-21 14:13:00,Failed,79,0
16335,4644,2845,19300.0,Bill,78395.61,2021-10-20 05:41:00,Success,20,0
5324,9425,2846,8905.0,CreditCard,21458.42,2020-07-24 05:58:00,Success,31,0
6162,9425,2846,,Broadband,25844.81,2020-08-09 21:33:00,Failed,15,0
16028,9425,2846,42013.0,Bill,79979.89,2021-07-20 15:11:00,Failed,62,0
14795,9425,2846,,Water,38492.89,2021-12-09 06:07:00,Success,31,0
18050,6685,2848,,Water,48736.43,2020-06-29 20:38:00,Success,26,0
8439,6685,2848,41837.0,UPI,21167.37,2023-02-11 00:44:00,Failed,25,0
8792,8868,2849,11693.0,LoanEMI,37834.69,2020-08-16 18:56:00,Success,46,0
10819,8868,2849,11693.0,Bill,37834.69,2020-08-17 20:14:00,Success,32,0
3013,6921,2850,,Water,24176.7,2020-08-16 14:37:00,Failed,3,0
11651,6921,2850,,Water,47226.11,2020-09-13 08:14:00,Failed,47,0
12066,6921,2850,,Broadband,24480.72,2021-12-16 05:01:00,Failed,4,0
9346,1150,2851,,Electricity,48641.78,2020-05-11 06:08:00,Failed,61,0
5774,5867,2852,,Broadband,27211.86,2020-05-05 21:44:00,Failed,24,0
715,5867,2852,3017.0,LoanEMI,78301.77,2021-04-22 06:55:00,Failed,35,0
12747,3191,2853,26788.0,CreditCard,74789.16,2020-10-10 15:00:00,Failed,23,0
3535,3191,2853,,Electricity,17125.27,2021-03-02 06:04:00,Success,33,0
4133,3191,2853,31730.0,LoanEMI,33786.69,2021-09-09 22:17:00,Failed,22,0
18971,1818,2854,4878.0,Bill,31579.14,2020-04-04 22:24:00,Success,29,0
14016,201,2855,35507.0,UPI,88726.05,2022-02-04 20:16:00,Failed,74,0
19225,8327,2856,16241.0,UPI,74669.43,2021-05-16 14:50:00,Failed,18,0
14526,8327,2856,16241.0,CreditCard,74669.43,2021-05-18 00:26:00,Success,29,0
16814,8327,2856,19173.0,LoanEMI,98537.03,2022-02-08 08:55:00,Success,70,0
18113,1495,2857,17208.0,LoanEMI,95381.66,2021-12-27 23:06:00,Failed,64,0
6845,1495,2857,29001.0,UPI,77915.84,2022-09-02 01:25:00,Failed,40,0
15021,7662,2858,35386.0,CreditCard,88618.27,2021-03-16 15:13:00,Success,98,1
10284,5534,2859,37847.0,UPI,36227.62,2020-06-19 07:22:00,Success,34,0
18573,5534,2859,,UPI,36227.53,2020-10-17 19:27:00,Failed,24,0
18882,3729,2860,,Water,35832.41,2021-07-15 21:00:00,Failed,33,0
7174,3729,2860,12893.0,CreditCard,74421.1,2021-08-19 19:31:00,Failed,23,0
2976,3729,2860,,Electricity,14048.54,2022-01-05 06:21:00,Success,39,0
9441,9372,2861,26151.0,Bill,46316.32,2020-11-25 20:42:00,Failed,34,0
6145,7282,2862,36983.0,Bill,26185.75,2020-06-19 04:40:00,Success,38,0
7519,6423,2864,,UPI,4981.68,2020-08-23 04:04:00,Failed,25,0
3678,2429,2865,2004.0,Bill,97058.66,2020-11-18 02:07:00,Success,74,0
10925,2429,2865,10575.0,LoanEMI,95512.53,2021-11-04 02:51:00,Success,72,0
13494,3912,2866,,Electricity,43303.51,2020-09-06 20:11:00,Failed,43,0
15922,3999,2867,,Water,41471.94,2020-05-16 05:46:00,Failed,50,0
14393,8442,2868,46109.0,LoanEMI,24425.19,2022-07-29 06:49:00,Success,29,0
17582,8442,2868,46109.0,LoanEMI,24425.19,2022-07-30 08:32:00,Success,14,0
3409,8442,2868,13984.0,Bill,28801.54,2022-08-10 22:05:00,Success,40,0
11757,8442,2868,26613.0,CreditCard,26404.34,2022-11-07 18:29:00,Failed,30,0
16464,8442,2868,26613.0,UPI,26404.34,2022-11-08 11:45:00,Success,39,0
5545,8442,2868,26613.0,LoanEMI,26404.34,2022-11-10 00:31:00,Failed,40,0
8998,9938,2869,19766.0,Bill,35101.32,2022-03-23 01:50:00,Failed,36,0
2452,9938,2869,10339.0,UPI,27523.04,2022-10-30 10:52:00,Failed,28,0
11102,3883,2870,39895.0,UPI,82961.95,2020-11-05 01:17:00,Failed,91,1
9984,7477,2871,44070.0,LoanEMI,66665.58,2020-04-22 12:48:00,Success,42,0
4912,7477,2871,15484.0,CreditCard,70945.04,2020-06-14 01:21:00,Failed,24,0
12902,7477,2871,,UPI,18866.67,2021-02-10 06:15:00,Success,12,0
8729,7477,2871,,Electricity,11752.91,2021-06-27 04:03:00,Failed,13,0
19442,7477,2871,43735.0,Bill,75252.14,2021-09-26 11:02:00,Success,48,0
17593,6989,2872,41520.0,CreditCard,90123.96,2022-02-23 23:13:00,Success,55,0
6126,6989,2872,2404.0,Bill,28180.52,2022-08-22 02:21:00,Failed,18,0
6597,6989,2872,20800.0,Bill,43592.04,2023-02-10 10:18:00,Failed,14,0
10286,6989,2872,20800.0,UPI,43592.04,2023-02-14 09:46:00,Success,11,0
3727,3466,2873,,UPI,25403.7,2020-06-21 04:23:00,Success,21,0
17746,4632,2874,,Electricity,47214.83,2021-08-17 19:43:00,Success,35,0
7291,4113,2876,5496.0,UPI,29894.98,2022-04-03 08:18:00,Success,34,0
2257,4066,2877,13766.0,UPI,69957.18,2020-05-27 11:14:00,Success,43,0
3370,9669,2878,22750.0,CreditCard,96707.27,2020-11-05 02:54:00,Success,100,1
8243,3767,2879,36855.0,LoanEMI,61019.48,2021-02-28 05:59:00,Success,36,0
9374,3767,2879,36855.0,Bill,61019.48,2021-03-02 06:08:00,Success,52,0
12333,3767,2879,,UPI,33275.48,2021-08-22 06:22:00,Success,32,0
4303,3767,2879,33111.0,CreditCard,44072.2,2021-09-04 16:23:00,Success,26,0
3005,7770,2880,31852.0,UPI,97765.69,2021-09-09 16:44:00,Failed,84,1
17311,7770,2880,,Electricity,2120.39,2022-03-11 17:04:00,Failed,2,0
15565,1302,2881,46229.0,CreditCard,82369.14,2021-08-03 08:17:00,Success,96,1
17774,1302,2881,,Water,17386.62,2022-01-10 06:50:00,Success,1,0
533,7236,2883,33595.0,LoanEMI,91987.88,2021-04-06 15:03:00,Success,74,0
9563,8602,2884,33724.0,CreditCard,54703.71,2021-05-18 00:59:00,Success,37,0
1394,8602,2884,33724.0,LoanEMI,54703.71,2021-05-18 15:49:00,Success,23,0
877,8602,2884,447.0,UPI,51084.62,2021-09-09 09:13:00,Failed,32,0
6223,1849,2885,,UPI,392.05,2021-09-06 19:05:00,Failed,29,0
6349,5003,2886,45283.0,Bill,96479.67,2022-10-12 15:43:00,Failed,96,1
6258,2141,2889,17144.0,LoanEMI,3309.0,2020-09-28 16:32:00,Success,51,0
7077,2141,2889,8389.0,CreditCard,98334.55,2022-02-28 03:29:00,Success,85,1
18205,2141,2889,18785.0,LoanEMI,48507.62,2023-01-27 10:41:00,Success,33,0
12480,2237,2890,,Electricity,32915.48,2020-09-15 20:56:00,Success,27,0
8574,2237,2890,36171.0,CreditCard,11286.9,2020-12-11 11:12:00,Success,22,0
14260,2237,2890,20555.0,CreditCard,57218.54,2022-06-16 07:22:00,Success,23,0
10177,2237,2890,18464.0,Bill,33606.05,2022-07-29 09:07:00,Success,21,0
19888,303,2891,3787.0,UPI,65843.15,2021-02-21 06:18:00,Failed,37,0
3135,6783,2893,,Broadband,47510.99,2020-05-06 09:43:00,Failed,51,0
9159,6783,2893,,Water,37590.98,2020-07-12 07:52:00,Failed,8,0
4111,3956,2895,13526.0,Bill,48984.91,2020-04-08 09:37:00,Failed,47,0
11006,7605,2899,,Electricity,13970.25,2020-05-31 06:49:00,Success,24,0
16231,7605,2899,39761.0,Bill,45947.95,2022-04-14 16:23:00,Failed,40,0
15297,673,2900,,Water,15232.36,2020-05-21 12:32:00,Success,39,0
18446,673,2900,20379.0,LoanEMI,24837.66,2022-01-30 02:58:00,Success,24,0
15965,673,2900,48374.0,UPI,26601.02,2022-08-26 03:07:00,Failed,38,0
3594,1888,2901,28315.0,LoanEMI,66215.51,2021-01-09 17:16:00,Failed,37,0
10259,1888,2901,28315.0,LoanEMI,66215.51,2021-01-12 01:32:00,Success,55,0
3328,1888,2901,28315.0,UPI,66215.51,2021-01-13 18:53:00,Failed,40,0
